id,company,gender,salary,position_level,performance_score,work_hours_per_week,experience_years,has_certifications,promoted
2182,2,0,76000.0,1,9.0,44.0,0.0,True,True
2183,4,1,77000.0,0,8.0,52.0,1.0,False,True
2184,3,1,0.0,0,9.0,34.0,0.0,False,True
2185,1,1,75000.0,1,3.0,35.0,6.0,False,True
2186,0,0,81000.0,0,9.0,30.0,-17.0,True,True
2187,4,1,77000.0,0,5.0,51.0,25.0,False,True
2188,2,0,58000.0,0,2.0,23.0,0.0,False,True
2189,0,0,76000.0,1,7.0,57.0,7.0,False,True
2190,2,1,77000.0,2,4.0,37.0,17.0,False,True
2191,2,0,82000.0,1,10.0,48.0,5.0,True,True
2192,3,0,84000.0,2,10.0,32.0,11.0,False,True
2193,0,1,63000.0,0,2.0,24.0,5.0,True,True
2194,1,1,81000.0,1,8.0,34.0,0.0,True,True
2195,3,0,83000.0,1,10.0,34.0,5.0,True,True
2197,2,1,74000.0,0,2.0,43.0,15.0,True,True
2198,0,0,85000.0,2,10.0,22.0,4.0,True,True
2199,2,1,0.0,2,1.0,40.0,20.0,False,True
2200,1,0,71000.0,2,4.0,21.0,-12.0,True,True
2201,3,1,78000.0,0,4.0,29.0,17.0,True,True
2202,4,1,89000.0,2,10.0,59.0,1.0,False,True
2203,1,1,84000.0,2,7.0,49.0,-6.0,True,True
2205,2,1,75000.0,1,3.0,51.0,16.0,True,True
2206,2,1,87000.0,1,9.0,39.0,1.0,False,True
2207,3,0,72000.0,1,4.0,30.0,10.0,True,True
2208,4,0,75000.0,2,2.0,42.0,1.0,True,True
2209,0,1,75000.0,0,8.0,20.0,7.0,True,True
2210,2,0,63000.0,0,1.0,23.0,18.0,False,True
2211,1,0,64000.0,0,1.0,52.0,18.0,False,True
2212,4,0,65000.0,1,1.0,30.0,10.0,False,True
2213,1,0,90000.0,1,7.0,38.0,31.0,True,True
2214,0,0,67000.0,0,6.0,28.0,1.0,True,True
2215,0,0,78000.0,1,4.0,39.0,20.0,True,True
2217,2,0,66000.0,0,3.0,49.0,3.0,True,True
2218,1,1,76000.0,1,5.0,52.0,9.0,True,True
2219,3,0,57000.0,0,1.0,56.0,4.0,False,True
2220,2,0,75000.0,0,8.0,54.0,-14.0,False,True
2221,0,0,79000.0,2,5.0,40.0,18.0,True,True
2222,4,1,69000.0,0,2.0,29.0,14.0,False,True
2223,0,0,65000.0,0,1.0,39.0,24.0,True,True
2224,3,1,79000.0,0,8.0,56.0,4.0,False,True
2225,4,0,68000.0,0,3.0,55.0,6.0,True,True
2226,1,0,90000.0,1,4.0,56.0,43.0,True,True
2227,2,0,80000.0,0,9.0,41.0,10.0,True,True
2228,4,0,91000.0,2,6.0,46.0,31.0,True,True
2229,4,1,0.0,0,2.0,36.0,7.0,True,True
2230,2,0,0.0,2,10.0,22.0,0.0,True,True
2231,2,0,81000.0,1,7.0,35.0,24.0,True,True
2232,1,1,82000.0,0,10.0,38.0,8.0,False,True
2233,0,0,73000.0,0,4.0,33.0,22.0,True,True
2234,4,0,73000.0,0,7.0,32.0,10.0,True,True
2235,3,0,87000.0,2,4.0,41.0,26.0,False,True
2236,3,0,80000.0,2,5.0,50.0,0.0,True,True
2237,2,1,83000.0,1,10.0,53.0,4.0,True,True
2238,3,1,83000.0,2,7.0,40.0,-1.0,True,True
2239,0,1,92000.0,2,5.0,33.0,30.0,False,True
2240,2,0,88000.0,1,3.0,33.0,-37.0,False,True
2241,1,0,68000.0,2,1.0,39.0,1.0,False,True
2242,3,1,73000.0,0,3.0,59.0,24.0,True,True
2243,3,0,88000.0,2,10.0,50.0,11.0,True,True
2244,3,0,0.0,1,3.0,28.0,14.0,True,True
2245,1,1,86000.0,2,4.0,44.0,19.0,True,True
2246,3,1,96000.0,1,9.0,40.0,25.0,True,True
2247,2,0,78000.0,2,5.0,52.0,4.0,False,True
2248,3,1,77000.0,1,6.0,24.0,9.0,False,True
2249,2,0,83000.0,2,10.0,48.0,1.0,False,True
2250,0,0,76000.0,1,5.0,60.0,1.0,False,True
2251,3,1,75000.0,1,3.0,55.0,1.0,False,True
2252,0,1,84000.0,2,6.0,21.0,6.0,True,True
2253,0,0,82000.0,2,7.0,51.0,5.0,True,True
2254,2,1,80000.0,0,10.0,23.0,4.0,False,True
2255,1,1,91000.0,2,4.0,26.0,-27.0,True,True
2256,4,1,81000.0,0,9.0,25.0,10.0,True,True
2257,0,0,70000.0,0,4.0,51.0,0.0,False,True
2258,1,0,78000.0,1,7.0,55.0,5.0,False,True
2259,0,1,70000.0,0,3.0,22.0,1.0,False,True
2260,2,0,87000.0,2,9.0,47.0,1.0,False,True
2261,1,1,94000.0,0,5.0,28.0,40.0,True,True
2262,0,1,69000.0,1,1.0,56.0,3.0,False,True
2263,3,1,92000.0,0,10.0,38.0,22.0,False,True
2266,4,1,81000.0,0,7.0,22.0,20.0,True,True
2267,0,1,80000.0,0,10.0,40.0,0.0,True,True
2268,2,1,0.0,1,4.0,51.0,-25.0,True,True
2269,0,1,72000.0,0,5.0,59.0,0.0,True,True
2270,3,1,72000.0,0,4.0,54.0,0.0,False,True
2271,0,0,61000.0,0,3.0,47.0,1.0,False,True
2272,4,0,89000.0,2,10.0,36.0,3.0,True,True
2273,4,0,78000.0,0,9.0,49.0,1.0,False,True
2274,0,0,0.0,1,1.0,32.0,5.0,True,True
2275,1,1,94000.0,1,9.0,41.0,18.0,True,True
2276,4,1,75000.0,2,4.0,41.0,7.0,False,True
2277,3,1,85000.0,1,7.0,38.0,3.0,False,True
2279,0,1,84000.0,1,7.0,49.0,7.0,True,True
2280,2,1,102000.0,1,7.0,25.0,44.0,False,True
2281,3,1,75000.0,1,5.0,60.0,1.0,False,True
2282,1,1,68000.0,1,1.0,34.0,2.0,True,True
2283,1,1,85000.0,2,4.0,29.0,17.0,True,True
2284,4,0,89000.0,2,6.0,45.0,21.0,True,True
2285,3,1,97000.0,1,8.0,55.0,29.0,False,True
2288,0,0,86000.0,0,7.0,22.0,34.0,False,True
2289,3,0,73000.0,2,4.0,41.0,0.0,True,True
2290,1,0,74000.0,1,2.0,44.0,17.0,False,True
2291,0,1,82000.0,1,6.0,41.0,11.0,False,True
2292,2,1,78000.0,2,3.0,55.0,3.0,True,True
2293,0,1,78000.0,2,2.0,31.0,14.0,True,True
2294,2,0,80000.0,0,10.0,36.0,1.0,True,True
2296,2,1,77000.0,1,5.0,51.0,0.0,False,True
2297,3,0,89000.0,0,7.0,54.0,39.0,True,True
2301,0,0,82000.0,2,8.0,60.0,0.0,False,True
2302,2,0,80000.0,1,5.0,36.0,21.0,False,True
2303,4,0,92000.0,1,5.0,30.0,38.0,False,True
2304,3,0,81000.0,1,7.0,24.0,9.0,True,True
2305,1,0,77000.0,2,7.0,54.0,0.0,True,True
2306,0,0,76000.0,1,7.0,52.0,7.0,True,True
2308,1,0,71000.0,1,5.0,31.0,6.0,False,True
2309,2,1,84000.0,0,6.0,60.0,26.0,False,True
2310,0,1,82000.0,0,4.0,39.0,23.0,True,True
2311,1,1,70000.0,0,6.0,43.0,2.0,False,True
2312,4,1,70000.0,2,1.0,52.0,13.0,False,True
2313,2,1,71000.0,1,2.0,22.0,4.0,False,True
2314,1,0,71000.0,2,4.0,55.0,1.0,True,True
2315,2,1,94000.0,2,5.0,40.0,29.0,True,True
2316,0,1,80000.0,2,4.0,58.0,19.0,True,True
2317,4,1,91000.0,0,8.0,44.0,31.0,False,True
2318,3,0,86000.0,2,9.0,53.0,3.0,True,True
2319,4,0,69000.0,1,1.0,60.0,11.0,False,True
2320,1,1,85000.0,1,9.0,56.0,11.0,True,True
2321,2,1,77000.0,1,6.0,40.0,15.0,False,True
2322,1,0,77000.0,0,6.0,36.0,15.0,False,True
2323,1,1,76000.0,2,5.0,24.0,5.0,True,True
2324,1,1,72000.0,0,2.0,42.0,11.0,True,True
2325,0,0,80000.0,0,8.0,59.0,21.0,True,True
2326,4,0,80000.0,2,5.0,30.0,4.0,False,True
2327,1,1,69000.0,0,4.0,41.0,5.0,True,True
2328,3,0,87000.0,2,7.0,22.0,26.0,True,True
2329,0,1,92000.0,2,3.0,47.0,30.0,True,True
2330,1,0,79000.0,0,4.0,27.0,34.0,True,True
2331,4,1,97000.0,1,5.0,48.0,35.0,False,True
2332,3,0,68000.0,1,3.0,42.0,5.0,False,True
2333,4,1,77000.0,0,6.0,56.0,12.0,False,True
2334,3,1,75000.0,2,2.0,32.0,8.0,False,True
2335,0,1,68000.0,0,4.0,21.0,9.0,True,True
2336,0,1,73000.0,2,3.0,29.0,6.0,False,True
2337,0,0,82000.0,0,9.0,54.0,15.0,False,True
2338,3,1,80000.0,2,7.0,42.0,2.0,False,True
2339,2,0,87000.0,2,9.0,35.0,-1.0,False,True
2340,1,1,71000.0,0,2.0,35.0,12.0,True,True
2341,4,0,87000.0,2,10.0,54.0,0.0,False,True
2342,4,1,86000.0,1,9.0,40.0,10.0,False,True
2343,4,1,102000.0,2,9.0,40.0,31.0,False,True
2344,2,1,81000.0,1,6.0,29.0,13.0,False,True
2345,0,1,69000.0,1,3.0,38.0,8.0,True,True
2346,2,1,71000.0,0,1.0,33.0,30.0,False,True
2347,3,1,0.0,1,4.0,30.0,0.0,False,True
2349,4,1,70000.0,1,4.0,39.0,0.0,False,True
2350,0,1,74000.0,2,5.0,29.0,0.0,True,True
2352,1,1,83000.0,2,4.0,36.0,12.0,True,True
2353,2,1,77000.0,1,5.0,47.0,7.0,True,True
2354,4,1,89000.0,2,7.0,37.0,13.0,True,True
2355,3,0,0.0,2,3.0,43.0,1.0,True,True
2356,4,0,91000.0,2,9.0,42.0,7.0,False,True
2357,4,0,73000.0,0,6.0,42.0,13.0,True,True
2358,0,0,0.0,1,1.0,47.0,10.0,True,True
2359,2,1,79000.0,0,10.0,41.0,6.0,False,True
2360,4,0,94000.0,2,6.0,56.0,30.0,True,True
2361,2,0,86000.0,2,8.0,44.0,4.0,True,True
2362,1,1,87000.0,1,9.0,52.0,2.0,True,True
2363,2,0,0.0,1,5.0,22.0,0.0,False,True
2364,4,0,0.0,1,9.0,58.0,2.0,True,True
2365,4,1,76000.0,0,7.0,44.0,11.0,False,True
2367,1,1,88000.0,0,10.0,32.0,14.0,True,True
2368,4,1,75000.0,1,4.0,28.0,11.0,False,True
2369,0,0,63000.0,0,1.0,32.0,22.0,True,True
2370,1,0,70000.0,0,6.0,37.0,15.0,False,True
2371,3,1,73000.0,2,4.0,48.0,1.0,True,True
2372,3,1,83000.0,1,10.0,49.0,3.0,False,True
2373,4,0,70000.0,2,4.0,37.0,5.0,False,True
2374,3,0,64000.0,0,2.0,34.0,8.0,True,True
2375,3,0,76000.0,0,2.0,41.0,37.0,False,True
2376,1,1,79000.0,0,8.0,48.0,-12.0,True,True
2377,3,1,80000.0,2,1.0,22.0,27.0,False,True
2379,0,0,81000.0,1,8.0,33.0,23.0,False,True
2380,1,1,85000.0,2,7.0,30.0,0.0,True,True
2381,1,0,65000.0,1,1.0,42.0,7.0,True,True
2382,1,1,89000.0,2,9.0,54.0,11.0,False,True
2383,4,1,85000.0,0,10.0,34.0,7.0,True,True
2384,3,0,75000.0,2,2.0,48.0,4.0,True,True
2385,4,0,75000.0,0,6.0,58.0,6.0,True,True
2386,2,1,77000.0,1,7.0,49.0,6.0,True,True
2387,1,1,86000.0,2,5.0,25.0,12.0,True,True
2388,3,0,75000.0,2,2.0,52.0,10.0,True,True
2389,2,0,87000.0,1,10.0,56.0,8.0,True,True
2390,3,1,97000.0,1,9.0,35.0,26.0,False,True
2391,1,0,72000.0,2,4.0,60.0,0.0,False,True
2392,2,0,73000.0,1,4.0,32.0,0.0,False,True
2393,1,1,91000.0,1,8.0,33.0,17.0,True,True
2394,3,0,80000.0,1,8.0,20.0,0.0,True,True
2395,4,1,79000.0,2,4.0,33.0,0.0,True,True
2396,1,0,81000.0,2,6.0,36.0,11.0,True,True
2397,2,0,82000.0,1,9.0,21.0,3.0,False,True
2399,3,0,0.0,1,4.0,56.0,23.0,True,True
2400,1,0,73000.0,1,4.0,21.0,22.0,False,True
2401,0,1,72000.0,1,3.0,29.0,1.0,True,True
2403,1,1,86000.0,0,9.0,53.0,12.0,False,True
2404,1,0,74000.0,2,3.0,44.0,2.0,True,True
2405,4,1,113000.0,2,8.0,24.0,43.0,True,True
2406,2,1,90000.0,2,2.0,60.0,30.0,False,True
2407,4,0,69000.0,0,3.0,54.0,24.0,False,True
2408,4,0,93000.0,0,9.0,49.0,36.0,True,True
2410,4,0,77000.0,2,4.0,48.0,11.0,False,True
2411,2,0,83000.0,2,7.0,38.0,12.0,True,True
2412,1,1,86000.0,2,1.0,25.0,29.0,False,True
2413,1,0,73000.0,0,5.0,54.0,2.0,True,True
2414,0,1,75000.0,1,4.0,60.0,12.0,True,True
2415,1,1,90000.0,2,9.0,29.0,1.0,True,True
2416,2,1,68000.0,1,1.0,32.0,2.0,False,True
2417,0,1,97000.0,1,3.0,41.0,39.0,True,True
2418,1,0,73000.0,2,3.0,59.0,12.0,True,True
2419,3,0,99000.0,1,10.0,45.0,31.0,False,True
2420,0,1,83000.0,2,6.0,44.0,2.0,False,True
2421,0,1,82000.0,1,9.0,36.0,1.0,True,True
2422,4,1,81000.0,0,7.0,26.0,-11.0,True,True
2423,3,0,69000.0,2,4.0,47.0,0.0,False,True
2424,4,1,76000.0,0,3.0,39.0,16.0,True,True
2425,1,0,0.0,2,5.0,39.0,1.0,False,True
2427,4,1,89000.0,1,9.0,44.0,0.0,True,True
2430,3,1,70000.0,2,1.0,24.0,-9.0,False,True
2431,3,1,84000.0,2,4.0,52.0,7.0,True,True
2432,1,1,94000.0,0,6.0,34.0,39.0,False,True
2433,1,1,90000.0,1,7.0,36.0,22.0,False,True
2434,2,1,85000.0,1,8.0,46.0,13.0,True,True
2435,4,1,82000.0,1,4.0,33.0,18.0,False,True
2436,3,1,0.0,1,4.0,35.0,1.0,True,True
2437,1,0,69000.0,1,4.0,30.0,16.0,False,True
2438,4,0,71000.0,0,2.0,31.0,-20.0,False,True
2439,0,1,89000.0,0,8.0,28.0,33.0,False,True
2440,1,0,81000.0,0,7.0,41.0,17.0,True,True
2441,1,1,98000.0,1,8.0,21.0,39.0,True,True
2442,0,1,71000.0,1,5.0,55.0,0.0,False,True
2443,3,1,93000.0,2,10.0,54.0,14.0,False,True
2444,3,0,70000.0,0,5.0,21.0,0.0,False,True
2445,3,0,97000.0,2,10.0,48.0,21.0,False,True
2446,3,1,79000.0,1,5.0,41.0,5.0,False,True
2447,2,0,64000.0,0,2.0,59.0,17.0,True,True
2448,4,0,0.0,1,8.0,38.0,12.0,True,True
2449,2,0,0.0,1,8.0,44.0,21.0,True,True
2450,1,1,78000.0,0,8.0,34.0,0.0,False,True
2451,0,1,81000.0,0,4.0,49.0,34.0,False,True
2452,2,1,85000.0,1,6.0,30.0,27.0,True,True
2453,1,0,71000.0,2,2.0,47.0,3.0,False,True
2454,1,1,83000.0,1,7.0,48.0,1.0,False,True
2455,3,0,69000.0,1,4.0,58.0,2.0,False,True
2456,4,1,91000.0,2,10.0,28.0,10.0,True,True
2457,1,0,85000.0,2,4.0,46.0,31.0,False,True
2458,1,0,60000.0,1,1.0,37.0,7.0,False,True
2459,4,1,84000.0,1,8.0,43.0,17.0,False,True
2460,4,0,73000.0,1,6.0,55.0,10.0,True,True
2461,1,1,73000.0,2,2.0,58.0,0.0,True,True
2462,4,1,88000.0,0,10.0,43.0,17.0,False,True
2463,3,0,79000.0,1,7.0,24.0,5.0,True,True
2464,3,1,75000.0,2,2.0,24.0,3.0,False,True
2465,1,1,67000.0,2,1.0,30.0,5.0,True,True
2466,3,1,82000.0,0,8.0,53.0,0.0,False,True
2468,2,1,80000.0,0,7.0,58.0,0.0,True,True
2469,2,1,85000.0,2,7.0,26.0,10.0,False,True
2471,1,0,97000.0,0,9.0,51.0,41.0,False,True
2472,0,0,92000.0,0,5.0,21.0,41.0,False,True
2473,4,1,97000.0,1,8.0,28.0,-24.0,True,True
2474,3,1,78000.0,1,3.0,54.0,15.0,False,True
2475,0,0,68000.0,0,4.0,60.0,18.0,True,True
2476,3,0,79000.0,2,7.0,30.0,0.0,False,True
2477,3,0,78000.0,1,7.0,48.0,7.0,False,True
2478,2,0,71000.0,0,6.0,49.0,19.0,False,True
2479,0,1,73000.0,0,5.0,49.0,14.0,False,True
2480,2,1,75000.0,2,1.0,50.0,21.0,False,True
2482,4,1,78000.0,1,4.0,35.0,10.0,True,True
2483,3,0,93000.0,1,8.0,55.0,28.0,True,True
2484,3,1,79000.0,1,8.0,29.0,1.0,True,True
2485,4,1,89000.0,1,7.0,45.0,19.0,False,True
2486,2,0,0.0,1,5.0,58.0,6.0,True,True
2487,0,1,73000.0,1,6.0,20.0,0.0,False,True
2488,3,0,85000.0,2,1.0,20.0,32.0,True,True
2489,0,1,88000.0,2,9.0,44.0,1.0,False,True
2491,4,0,91000.0,1,10.0,60.0,18.0,True,True
2492,0,1,65000.0,0,4.0,58.0,0.0,False,True
2493,2,0,64000.0,0,1.0,28.0,15.0,False,True
2494,4,1,74000.0,2,2.0,32.0,4.0,True,True
2495,2,0,75000.0,0,6.0,26.0,11.0,True,True
2496,2,0,63000.0,1,1.0,23.0,6.0,False,True
2497,2,1,70000.0,2,3.0,20.0,1.0,True,True
2498,1,1,91000.0,2,7.0,45.0,15.0,True,True
2499,2,1,70000.0,1,2.0,21.0,19.0,True,True
2500,3,1,86000.0,1,7.0,28.0,2.0,True,True
2501,3,0,68000.0,0,2.0,54.0,21.0,False,True
2502,0,0,66000.0,2,3.0,38.0,1.0,True,True
2504,4,1,99000.0,2,10.0,48.0,10.0,True,True
2505,3,0,73000.0,1,4.0,32.0,3.0,True,True
2506,0,1,84000.0,2,6.0,59.0,3.0,False,True
2507,0,0,58000.0,0,2.0,43.0,0.0,True,True
2508,1,0,0.0,0,3.0,48.0,32.0,True,True
2509,3,0,0.0,0,7.0,25.0,6.0,True,True
2510,2,0,80000.0,0,8.0,32.0,-15.0,True,True
2511,0,1,71000.0,0,3.0,44.0,-18.0,True,True
2512,3,1,0.0,1,1.0,25.0,32.0,True,True
2513,1,1,73000.0,1,3.0,20.0,6.0,False,True
2514,3,0,84000.0,2,2.0,49.0,36.0,True,True
2515,3,1,73000.0,1,4.0,39.0,3.0,True,True
2516,1,0,93000.0,2,5.0,28.0,31.0,False,True
2517,4,1,84000.0,2,3.0,51.0,14.0,True,True
2519,4,0,77000.0,1,7.0,37.0,2.0,True,True
2520,4,0,76000.0,2,3.0,52.0,3.0,True,True
2521,0,1,83000.0,1,7.0,46.0,1.0,True,True
2522,3,1,72000.0,0,3.0,58.0,2.0,True,True
2524,2,1,91000.0,2,9.0,59.0,7.0,True,True
2525,4,1,72000.0,2,2.0,35.0,15.0,False,True
2526,1,1,0.0,2,7.0,31.0,15.0,True,True
2527,2,0,88000.0,2,3.0,58.0,40.0,False,True
2528,2,1,98000.0,0,8.0,48.0,35.0,False,True
2529,3,1,68000.0,0,5.0,24.0,4.0,False,True
2530,2,0,79000.0,1,4.0,36.0,22.0,True,True
2532,1,1,82000.0,1,7.0,24.0,12.0,True,True
2533,3,0,78000.0,1,7.0,53.0,9.0,False,True
2534,3,1,80000.0,1,5.0,56.0,3.0,True,True
2535,2,1,83000.0,1,9.0,21.0,6.0,True,True
2536,2,0,66000.0,1,2.0,27.0,3.0,True,True
2537,2,1,81000.0,1,8.0,55.0,0.0,False,True
2540,4,1,65000.0,0,2.0,28.0,3.0,True,True
2541,0,0,66000.0,1,4.0,47.0,-8.0,False,True
2542,3,0,78000.0,0,8.0,36.0,0.0,True,True
2543,0,0,96000.0,0,7.0,52.0,41.0,False,True
2544,0,0,86000.0,2,8.0,45.0,7.0,True,True
2545,0,0,65000.0,1,1.0,59.0,1.0,False,True
2546,3,0,66000.0,0,4.0,36.0,16.0,False,True
2547,2,0,71000.0,1,4.0,27.0,15.0,False,True
2548,0,1,77000.0,0,7.0,60.0,11.0,False,True
2549,0,0,62000.0,0,3.0,30.0,7.0,False,True
2550,4,1,72000.0,0,2.0,25.0,22.0,False,True
2551,1,0,68000.0,1,1.0,39.0,9.0,False,True
2552,1,0,70000.0,0,6.0,26.0,6.0,False,True
2553,2,1,82000.0,1,8.0,33.0,3.0,True,True
2554,0,1,88000.0,2,6.0,53.0,18.0,False,True
2555,3,0,81000.0,2,9.0,50.0,1.0,True,True
2556,4,1,93000.0,2,7.0,22.0,24.0,True,True
2557,1,0,64000.0,2,1.0,40.0,0.0,False,True
2558,1,1,77000.0,1,1.0,59.0,22.0,True,True
2559,3,1,85000.0,1,1.0,42.0,30.0,True,True
2561,0,1,74000.0,2,2.0,39.0,2.0,True,True
2562,4,0,78000.0,0,5.0,51.0,19.0,True,True
2563,4,0,91000.0,1,3.0,49.0,42.0,False,True
2564,4,0,85000.0,2,4.0,35.0,23.0,True,True
2565,0,1,72000.0,1,4.0,40.0,1.0,True,True
2566,0,0,79000.0,0,9.0,43.0,6.0,True,True
2567,0,1,79000.0,1,8.0,58.0,7.0,False,True
2568,2,0,74000.0,0,8.0,41.0,9.0,True,True
2569,2,0,70000.0,0,6.0,43.0,4.0,False,True
2570,2,0,82000.0,0,8.0,56.0,20.0,True,True
2571,2,1,75000.0,1,1.0,49.0,13.0,True,True
2572,3,0,73000.0,2,2.0,39.0,0.0,True,True
2573,4,0,88000.0,2,10.0,35.0,5.0,True,True
2574,4,1,73000.0,0,3.0,39.0,18.0,False,True
2575,2,1,99000.0,2,10.0,43.0,23.0,False,True
2576,0,0,75000.0,2,7.0,59.0,2.0,False,True
2577,1,1,82000.0,2,2.0,55.0,16.0,True,True
2578,0,1,76000.0,2,2.0,40.0,6.0,True,True
2579,2,0,81000.0,0,10.0,58.0,11.0,False,True
2581,3,0,88000.0,2,8.0,21.0,20.0,False,True
2582,4,0,73000.0,0,6.0,26.0,11.0,True,True
2583,4,0,71000.0,0,4.0,29.0,0.0,True,True
2584,2,0,77000.0,0,10.0,29.0,1.0,False,True
2587,2,0,67000.0,0,3.0,57.0,11.0,False,True
2588,0,0,78000.0,2,5.0,24.0,6.0,False,True
2589,2,1,75000.0,2,2.0,60.0,10.0,True,True
2590,1,0,67000.0,1,2.0,52.0,13.0,False,True
2592,4,0,87000.0,2,8.0,43.0,3.0,False,True
2593,1,0,0.0,0,4.0,27.0,15.0,False,True
2594,3,0,73000.0,0,6.0,52.0,1.0,False,True
2595,2,0,81000.0,1,9.0,46.0,1.0,False,True
2596,1,0,69000.0,0,6.0,56.0,-11.0,False,True
2597,3,1,81000.0,0,10.0,36.0,13.0,False,True
2598,4,1,70000.0,2,2.0,59.0,4.0,False,True
2600,2,1,84000.0,0,9.0,57.0,5.0,False,True
2601,0,1,78000.0,0,7.0,21.0,21.0,True,True
2602,3,0,77000.0,2,7.0,30.0,0.0,False,True
2603,2,1,97000.0,1,9.0,59.0,22.0,True,True
2604,4,1,89000.0,2,8.0,55.0,0.0,False,True
2605,3,0,77000.0,0,10.0,36.0,0.0,True,True
2606,1,1,84000.0,2,4.0,39.0,18.0,True,True
2607,2,1,67000.0,0,3.0,51.0,2.0,True,True
2609,0,0,64000.0,0,1.0,56.0,-21.0,False,True
2610,0,0,69000.0,1,1.0,21.0,25.0,True,True
2611,3,0,82000.0,2,4.0,45.0,28.0,False,True
2612,4,1,84000.0,2,5.0,45.0,8.0,True,True
2613,1,0,81000.0,1,9.0,33.0,4.0,True,True
2614,3,1,91000.0,2,10.0,57.0,0.0,False,True
2615,2,1,84000.0,1,8.0,37.0,4.0,False,True
2616,2,0,65000.0,1,1.0,57.0,-9.0,False,True
2617,2,0,94000.0,2,10.0,23.0,25.0,True,True
2618,0,1,0.0,0,3.0,50.0,3.0,False,True
2619,3,0,87000.0,1,8.0,53.0,-18.0,True,True
2620,4,0,77000.0,2,3.0,34.0,21.0,True,True
2621,2,1,77000.0,0,5.0,30.0,8.0,False,True
2622,2,0,65000.0,0,2.0,40.0,7.0,False,True
2623,4,0,72000.0,0,7.0,42.0,8.0,False,True
2624,2,0,72000.0,1,2.0,27.0,14.0,False,True
2625,3,0,74000.0,1,1.0,31.0,26.0,False,True
2626,0,0,66000.0,0,2.0,58.0,21.0,False,True
2627,2,1,104000.0,2,7.0,45.0,34.0,False,True
2628,3,0,75000.0,0,8.0,26.0,0.0,True,True
2629,4,0,67000.0,1,2.0,43.0,8.0,True,True
2630,4,0,59000.0,0,1.0,31.0,0.0,False,True
2631,1,1,78000.0,0,5.0,51.0,9.0,True,True
2632,1,1,77000.0,0,6.0,46.0,1.0,True,True
2633,2,0,79000.0,1,6.0,49.0,15.0,True,True
2634,0,1,88000.0,1,10.0,50.0,5.0,False,True
2636,2,0,61000.0,1,1.0,32.0,9.0,False,True
2637,0,0,80000.0,2,9.0,58.0,4.0,True,True
2638,1,0,69000.0,0,7.0,47.0,8.0,False,True
2639,1,0,75000.0,0,9.0,40.0,8.0,True,True
2640,0,1,82000.0,0,9.0,21.0,16.0,True,True
2641,3,0,77000.0,2,4.0,22.0,2.0,True,True
2642,1,0,96000.0,1,9.0,23.0,33.0,False,True
2643,0,1,95000.0,2,7.0,47.0,24.0,False,True
2644,0,0,76000.0,1,6.0,23.0,1.0,False,True
2645,4,0,81000.0,2,5.0,35.0,17.0,False,True
2646,3,0,75000.0,0,4.0,20.0,27.0,False,True
2647,0,0,79000.0,2,5.0,58.0,0.0,True,True
2648,0,0,81000.0,2,4.0,47.0,12.0,True,True
2649,4,1,96000.0,2,9.0,54.0,18.0,True,True
2650,4,0,69000.0,0,5.0,20.0,2.0,False,True
2651,2,1,80000.0,2,4.0,35.0,6.0,True,True
2652,1,0,94000.0,1,10.0,41.0,30.0,True,True
2653,2,0,73000.0,1,1.0,40.0,26.0,True,True
2654,4,0,76000.0,1,1.0,48.0,21.0,True,True
2655,1,1,76000.0,1,3.0,23.0,22.0,True,True
2657,2,1,87000.0,1,8.0,60.0,12.0,False,True
2659,1,0,84000.0,0,2.0,60.0,41.0,False,True
2662,2,0,82000.0,1,10.0,34.0,9.0,True,True
2663,3,0,77000.0,1,2.0,51.0,30.0,False,True
2664,2,0,78000.0,2,8.0,34.0,7.0,False,True
2665,0,0,77000.0,0,10.0,44.0,13.0,False,True
2666,2,1,90000.0,1,10.0,58.0,1.0,False,True
2667,0,0,68000.0,0,4.0,48.0,2.0,False,True
2668,2,0,65000.0,1,1.0,51.0,9.0,True,True
2669,1,0,76000.0,1,3.0,49.0,21.0,True,True
2670,2,1,76000.0,2,5.0,48.0,3.0,False,True
2671,4,0,76000.0,1,5.0,50.0,13.0,False,True
2672,1,0,86000.0,1,8.0,60.0,29.0,False,True
2673,1,0,84000.0,1,8.0,55.0,8.0,True,True
2674,1,0,76000.0,1,9.0,25.0,8.0,False,True
2675,2,1,75000.0,1,7.0,46.0,0.0,False,True
2676,0,0,67000.0,1,1.0,42.0,3.0,False,True
2678,0,0,63000.0,0,3.0,56.0,4.0,False,True
2679,0,1,79000.0,1,8.0,43.0,8.0,False,True
2680,2,0,78000.0,2,3.0,33.0,14.0,False,True
2681,0,0,86000.0,1,9.0,27.0,15.0,False,True
2682,2,1,86000.0,1,10.0,22.0,11.0,True,True
2683,2,0,82000.0,1,7.0,26.0,13.0,True,True
2684,1,0,0.0,2,9.0,33.0,29.0,False,True
2686,3,0,60000.0,0,2.0,30.0,7.0,False,True
2687,2,1,0.0,0,8.0,33.0,8.0,True,True
2688,3,1,90000.0,1,10.0,38.0,5.0,False,True
2689,2,1,81000.0,2,4.0,45.0,2.0,False,True
2690,3,1,78000.0,2,3.0,40.0,19.0,False,True
2692,1,1,66000.0,0,2.0,51.0,4.0,True,True
2694,3,0,66000.0,1,2.0,60.0,1.0,True,True
2695,1,1,84000.0,0,9.0,52.0,8.0,False,True
